order_id,customer_id,order_date,order_status,shipping_type,order_total
ORD0003690,CUST000359,2022-02-19,Processing,Standard,88040.77
ORD0003691,CUST001058,2020-10-24,Delivered,Standard,84090.17
ORD0003692,CUST001112,2020-04-18,Processing,Standard,10510.36
ORD0003693,CUST002064,2023-10-04,Delivered,Express,25926.77
ORD0003694,CUST000421,2020-04-25,Delivered,Standard,32437.87
ORD0003695,CUST000553,2021-02-13,Delivered,Standard,33389.93
ORD0003696,CUST001150,2021-06-30,Delivered,Standard,43729.75
ORD0003697,CUST001032,2024-03-16,Delivered,Express,43665.48
ORD0003698,CUST001492,2024-05-27,Delivered,Standard,114553.72
ORD0003699,CUST000880,2020-11-25,Delivered,Standard,85768.24
ORD0003700,CUST001886,2021-08-09,Delivered,Two-day,112248.64
ORD0003701,CUST000852,2023-10-31,Delivered,Standard,58963.31
ORD0003702,CUST000510,2021-05-28,Delivered,Two-day,88694.34
ORD0003703,CUST001860,2020-10-26,Delivered,Standard,80097.2
ORD0003704,CUST001764,2020-05-07,Delivered,Express,39200.02
ORD0003705,CUST000966,2023-11-15,Returned,Two-day,44981.86
ORD0003706,CUST001859,2024-05-25,Delivered,Two-day,44856.24
ORD0003707,CUST000914,2021-08-27,Delivered,Standard,52514.63
ORD0003708,CUST001391,2021-02-21,Delivered,Express,66386.42
ORD0003709,CUST001512,2024-03-23,Delivered,Standard,105047.56
ORD0003710,CUST002066,2023-01-13,Delivered,Standard,68434.37
ORD0003711,CUST002104,2020-03-07,Delivered,Standard,116135.36
ORD0003712,CUST001059,2022-01-04,Delivered,Standard,19255.41
ORD0003713,CUST000794,2024-07-25,Delivered,Express,81901.28
ORD0003714,CUST001597,2022-07-15,Delivered,Standard,62460.95
ORD0003715,CUST001807,2020-07-28,Cancelled,Two-day,21941.8
ORD0003716,CUST000347,2023-06-15,Delivered,Standard,69171.92
ORD0003717,CUST001056,2023-10-15,Shipped,Express,51717.16
ORD0003718,CUST000908,2024-02-23,Delivered,Express,67534.75
ORD0003719,CUST001024,2023-02-24,Processing,Express,13979.96
ORD0003720,CUST000576,2021-04-04,Delivered,Standard,98288.97
ORD0003721,CUST000199,2024-02-29,Delivered,Standard,8131.66
ORD0003722,CUST001366,2023-08-18,Delivered,Standard,52744.6
ORD0003723,CUST001999,2023-02-23,Delivered,Standard,85043.86
ORD0003724,CUST001255,2022-03-07,Returned,Standard,75748.1
ORD0003725,CUST002349,2021-05-01,Delivered,Standard,104780.92
ORD0003726,CUST001017,2022-11-12,Delivered,Standard,118452.0
ORD0003727,CUST000026,2024-05-25,Delivered,Standard,142213.06
ORD0003728,CUST001559,2024-06-19,Delivered,Standard,29046.2
ORD0003729,CUST002498,2024-06-23,Delivered,Standard,56865.09
ORD0003730,CUST002368,2023-11-26,Cancelled,Standard,70763.51
ORD0003731,CUST002204,2021-08-12,Delivered,Standard,31295.84
ORD0003732,CUST000471,2023-11-20,Shipped,Two-day,51605.73
ORD0003733,CUST002468,2023-09-22,Shipped,Standard,28958.62
ORD0003734,CUST000651,2020-04-06,Processing,Standard,45916.21
ORD0003735,CUST000886,2022-02-20,Delivered,Standard,62899.95
ORD0003736,CUST000930,2022-03-04,Delivered,Two-day,10234.91
ORD0003737,CUST001745,2022-05-03,Delivered,Standard,4234.01
ORD0003738,CUST000876,2024-06-02,Shipped,Standard,29764.16
ORD0003739,CUST000942,2023-11-04,Shipped,Standard,10110.69
ORD0003740,CUST001309,2021-10-02,Delivered,Standard,34724.2
ORD0003741,CUST000572,2023-02-04,Delivered,Standard,22822.08
ORD0003742,CUST000054,2020-04-20,Processing,Express,38364.94
ORD0003743,CUST000605,2020-01-27,Delivered,Standard,33496.43
ORD0003744,CUST000325,2024-03-03,Delivered,Standard,35036.22
ORD0003745,CUST000885,2021-05-29,Shipped,Standard,48187.64
ORD0003746,CUST000265,2021-02-19,Processing,Standard,46470.94
ORD0003747,CUST000382,2023-06-24,Processing,Express,294.42
ORD0003748,CUST001237,2024-05-18,Delivered,Express,107867.93
ORD0003749,CUST002381,2022-06-26,Delivered,Express,717.47
ORD0003750,CUST001382,2024-08-26,Delivered,Standard,69892.34
ORD0003751,CUST002251,2021-04-06,Delivered,Standard,55911.55
ORD0003752,CUST002106,2023-07-21,Delivered,Two-day,16020.15
ORD0003753,CUST001518,2023-12-14,Processing,Standard,71397.72
ORD0003754,CUST001534,2023-12-24,Processing,Standard,33469.16
ORD0003755,CUST001792,2023-08-19,Delivered,Standard,78839.08
ORD0003756,CUST000547,2022-01-23,Delivered,Standard,14385.8
ORD0003757,CUST000871,2024-03-26,Delivered,Standard,42833.28
ORD0003758,CUST002151,2023-04-20,Delivered,Standard,15352.27
ORD0003759,CUST001224,2023-01-24,Delivered,Standard,80631.22
ORD0003760,CUST000865,2024-02-21,Delivered,Express,56087.77
ORD0003761,CUST001966,2023-05-20,Delivered,Two-day,150199.16
ORD0003762,CUST000398,2021-02-06,Processing,Standard,50747.69
ORD0003763,CUST001762,2024-05-08,Delivered,Express,73684.32
ORD0003764,CUST000392,2024-01-24,Delivered,Standard,47082.23
ORD0003765,CUST002154,2021-01-31,Delivered,Two-day,42907.22
ORD0003766,CUST001613,2021-08-25,Delivered,Standard,57960.89
ORD0003767,CUST001078,2022-07-08,Shipped,Standard,111877.45
ORD0003768,CUST001301,2020-12-29,Delivered,Standard,54370.65
ORD0003769,CUST002159,2023-10-30,Processing,Standard,40725.66
ORD0003770,CUST002272,2020-06-01,Delivered,Standard,9747.64
ORD0003771,CUST002123,2021-01-17,Delivered,Express,84055.43
ORD0003772,CUST000364,2020-12-21,Delivered,Standard,15212.64
ORD0003773,CUST002287,2024-02-14,Shipped,Standard,38910.51
ORD0003774,CUST001425,2022-11-18,Delivered,Standard,43340.67
ORD0003775,CUST000846,2020-09-01,Delivered,Standard,93729.21
ORD0003776,CUST001328,2022-02-11,Delivered,Standard,66527.08
ORD0003777,CUST000392,2020-03-24,Delivered,Standard,126854.15
ORD0003778,CUST001041,2022-05-27,Delivered,Standard,29296.38
ORD0003779,CUST002060,2021-07-25,Shipped,Standard,35074.25
ORD0003780,CUST002047,2023-02-13,Shipped,Standard,70242.16
ORD0003781,CUST000146,2021-06-25,Delivered,Standard,5705.24
ORD0003782,CUST001306,2020-09-23,Delivered,Standard,113944.09
ORD0003783,CUST001573,2020-11-25,Delivered,Two-day,112725.94
ORD0003784,CUST002217,2023-04-11,Delivered,Standard,55452.31
ORD0003785,CUST002218,2021-06-06,Delivered,Express,28654.62
ORD0003786,CUST002033,2020-01-12,Delivered,Express,23068.62
ORD0003787,CUST000765,2021-11-07,Delivered,Standard,142953.32
ORD0003788,CUST001370,2022-08-13,Delivered,Standard,83259.83
ORD0003789,CUST000499,2023-12-24,Cancelled,Standard,52099.45
ORD0003790,CUST001967,2020-11-13,Delivered,Standard,120724.02
ORD0003791,CUST001166,2020-03-22,Delivered,Express,88407.19
ORD0003792,CUST001761,2020-11-10,Cancelled,Express,78981.09
ORD0003793,CUST000118,2021-10-22,Delivered,Two-day,88720.1
ORD0003794,CUST000365,2023-05-07,Delivered,Standard,29962.86
ORD0003795,CUST001982,2020-04-14,Delivered,Standard,27035.09
ORD0003796,CUST000136,2024-05-03,Delivered,Express,61632.52
ORD0003797,CUST001101,2023-07-04,Delivered,Standard,115328.42
ORD0003798,CUST001872,2023-06-14,Delivered,Standard,54048.4
ORD0003799,CUST000018,2023-09-17,Delivered,Express,102274.24
ORD0003800,CUST001891,2021-09-08,Delivered,Two-day,28497.0
ORD0003801,CUST002451,2022-10-01,Cancelled,Standard,82437.92
ORD0003802,CUST000205,2024-06-05,Delivered,Standard,3836.25
ORD0003803,CUST000499,2023-03-18,Processing,Standard,9949.52
ORD0003804,CUST002372,2023-01-31,Processing,Standard,38771.19
ORD0003805,CUST000595,2022-01-03,Processing,Standard,31849.71
ORD0003806,CUST000562,2020-05-29,Delivered,Standard,73645.64
ORD0003807,CUST001305,2024-05-24,Delivered,Standard,28038.0
ORD0003808,CUST002212,2023-12-20,Delivered,Standard,100402.39
ORD0003809,CUST002372,2021-10-12,Delivered,Standard,15556.86
ORD0003810,CUST000640,2022-12-12,Delivered,Standard,6956.03
ORD0003811,CUST001927,2021-03-26,Delivered,Standard,70555.26
ORD0003812,CUST002256,2021-01-11,Delivered,Two-day,8815.53
ORD0003813,CUST000315,2022-12-02,Delivered,Standard,11015.19
ORD0003814,CUST002352,2020-05-19,Delivered,Standard,7407.09
ORD0003815,CUST000901,2024-05-29,Delivered,Standard,58099.44
ORD0003816,CUST002287,2022-10-31,Delivered,Standard,7886.07
ORD0003817,CUST001751,2020-11-22,Processing,Standard,43842.52
ORD0003818,CUST000804,2022-05-01,Delivered,Standard,9017.96
ORD0003819,CUST001561,2023-01-17,Delivered,Standard,7705.97
ORD0003820,CUST001453,2023-01-04,Delivered,Standard,80729.1
ORD0003821,CUST001244,2022-04-06,Delivered,Express,54651.31
ORD0003822,CUST002323,2020-07-07,Delivered,Two-day,48686.98
ORD0003823,CUST001671,2021-12-16,Delivered,Standard,17554.25
ORD0003824,CUST002028,2021-03-29,Returned,Express,67937.03
ORD0003825,CUST001769,2021-03-12,Processing,Standard,12309.06
ORD0003826,CUST002001,2023-09-20,Delivered,Standard,68118.2
ORD0003827,CUST001090,2021-11-10,Delivered,Standard,98186.17
ORD0003828,CUST001447,2021-11-09,Returned,Standard,148346.92
ORD0003829,CUST002303,2022-01-08,Delivered,Standard,40026.83
ORD0003830,CUST002173,2021-08-24,Delivered,Standard,66607.64
ORD0003831,CUST001170,2021-03-23,Returned,Two-day,54541.05
ORD0003832,CUST000615,2024-03-21,Cancelled,Standard,79607.72
ORD0003833,CUST002433,2023-06-20,Delivered,Express,54731.31
ORD0003834,CUST002495,2022-12-22,Delivered,Express,20220.14
ORD0003835,CUST000387,2022-08-30,Delivered,Standard,70173.18
ORD0003836,CUST002431,2023-02-23,Delivered,Standard,40344.55
ORD0003837,CUST001406,2024-08-13,Delivered,Standard,79521.19
ORD0003838,CUST000124,2024-03-20,Delivered,Standard,41743.57
ORD0003839,CUST001814,2023-08-22,Delivered,Standard,15579.3
ORD0003840,CUST001625,2020-01-19,Delivered,Standard,98481.17
ORD0003841,CUST001182,2020-08-22,Cancelled,Standard,85265.11
ORD0003842,CUST000728,2023-10-01,Delivered,Standard,73365.67
ORD0003843,CUST001142,2021-12-09,Delivered,Standard,10244.35
ORD0003844,CUST002376,2022-07-01,Delivered,Standard,59258.2
ORD0003845,CUST000359,2021-05-07,Delivered,Two-day,51907.86
ORD0003846,CUST000443,2023-08-08,Delivered,Standard,44116.65
ORD0003847,CUST002212,2023-06-10,Shipped,Standard,46361.54
ORD0003848,CUST000973,2023-06-26,Delivered,Two-day,6860.64
ORD0003849,CUST000361,2021-05-14,Delivered,Standard,58488.78
ORD0003850,CUST000853,2020-03-22,Delivered,Standard,9640.49
ORD0003851,CUST001625,2023-10-29,Delivered,Standard,41884.81
ORD0003852,CUST001612,2021-10-19,Delivered,Two-day,43796.04
ORD0003853,CUST001757,2022-02-20,Delivered,Standard,45163.82
ORD0003854,CUST001024,2024-06-18,Delivered,Standard,87113.51
ORD0003855,CUST001908,2020-08-20,Delivered,Express,68068.8
ORD0003856,CUST001931,2022-03-01,Delivered,Standard,7080.93
ORD0003857,CUST000241,2021-06-09,Delivered,Standard,79089.33
ORD0003858,CUST000666,2023-01-11,Delivered,Express,73384.47
ORD0003859,CUST001166,2024-01-22,Processing,Standard,56120.46
ORD0003860,CUST000976,2021-08-02,Delivered,Standard,78772.96
ORD0003861,CUST002040,2020-02-20,Processing,Express,76175.51
ORD0003862,CUST002079,2022-11-24,Delivered,Standard,19278.31
ORD0003863,CUST000223,2024-08-10,Delivered,Standard,62745.13
ORD0003864,CUST001828,2024-04-26,Delivered,Standard,10103.97
ORD0003865,CUST002314,2022-02-06,Delivered,Express,29685.02
ORD0003866,CUST001306,2022-11-19,Delivered,Standard,37424.13
ORD0003867,CUST000788,2024-07-02,Delivered,Standard,50641.71
ORD0003868,CUST002429,2022-11-07,Processing,Two-day,47602.17
ORD0003869,CUST000556,2022-07-01,Delivered,Standard,16131.12
ORD0003870,CUST002110,2022-09-23,Delivered,Standard,16555.98
ORD0003871,CUST000847,2020-03-30,Delivered,Standard,48709.68
ORD0003872,CUST001095,2021-08-30,Delivered,Standard,78879.61
ORD0003873,CUST001560,2023-08-27,Processing,Standard,90709.47
ORD0003874,CUST000140,2021-01-29,Shipped,Standard,62719.07
ORD0003875,CUST001364,2021-10-18,Delivered,Standard,862.35
ORD0003876,CUST000590,2022-11-18,Delivered,Standard,45158.28
ORD0003877,CUST001750,2020-06-17,Returned,Express,15656.11
ORD0003878,CUST000541,2020-07-15,Delivered,Standard,72603.73
ORD0003879,CUST002423,2020-12-08,Delivered,Express,51330.09
ORD0003880,CUST000291,2024-05-02,Shipped,Two-day,36560.79
ORD0003881,CUST002091,2023-01-06,Delivered,Standard,7583.84
ORD0003882,CUST001256,2022-12-28,Delivered,Standard,92482.59
ORD0003883,CUST001236,2020-01-16,Processing,Standard,85328.61
ORD0003884,CUST000008,2023-07-07,Shipped,Express,22553.78
ORD0003885,CUST001658,2020-05-14,Delivered,Express,23889.37
ORD0003886,CUST000483,2021-03-07,Delivered,Standard,134002.12
ORD0003887,CUST002090,2023-10-04,Shipped,Two-day,2953.13
ORD0003888,CUST000333,2023-07-13,Shipped,Standard,39556.78
ORD0003889,CUST001257,2024-05-03,Shipped,Two-day,43228.62
ORD0003890,CUST001040,2021-03-12,Delivered,Standard,17789.81
ORD0003891,CUST002117,2023-11-04,Cancelled,Express,69760.62
ORD0003892,CUST002101,2022-05-18,Delivered,Standard,53412.16
ORD0003893,CUST000685,2020-07-31,Delivered,Standard,38081.63
ORD0003894,CUST000994,2021-02-25,Delivered,Express,34896.43
ORD0003895,CUST001798,2023-01-06,Delivered,Standard,10585.54
ORD0003896,CUST001825,2024-08-24,Processing,Standard,46216.66
ORD0003897,CUST001806,2023-12-10,Processing,Standard,75896.08
ORD0003898,CUST001703,2024-02-27,Delivered,Express,49595.83
ORD0003899,CUST000063,2024-05-06,Delivered,Standard,72907.75
ORD0003900,CUST000261,2022-06-10,Delivered,Express,56842.83
ORD0003901,CUST000858,2023-08-17,Processing,Standard,85156.79
ORD0003902,CUST001264,2024-07-30,Delivered,Standard,29229.67
ORD0003903,CUST001489,2020-05-27,Delivered,Standard,80653.4
ORD0003904,CUST001131,2024-03-09,Delivered,Express,10974.86
ORD0003905,CUST002031,2023-11-06,Processing,Standard,66364.84
ORD0003906,CUST000180,2020-11-10,Delivered,Standard,81765.25
ORD0003907,CUST000355,2020-02-18,Delivered,Standard,87304.99
ORD0003908,CUST000934,2022-07-29,Shipped,Standard,65496.5
ORD0003909,CUST000589,2024-01-08,Delivered,Two-day,14012.62
ORD0003910,CUST001761,2021-11-10,Delivered,Standard,81043.69
ORD0003911,CUST000605,2020-03-18,Delivered,Two-day,97379.49
ORD0003912,CUST002229,2020-06-28,Returned,Standard,13487.38
ORD0003913,CUST000174,2020-05-30,Delivered,Standard,45698.11
ORD0003914,CUST002402,2020-04-21,Delivered,Standard,78758.98
ORD0003915,CUST000354,2020-12-30,Delivered,Express,85276.62
ORD0003916,CUST001339,2024-06-14,Shipped,Standard,71409.88
ORD0003917,CUST000434,2021-05-30,Delivered,Standard,42709.26
ORD0003918,CUST002330,2023-02-16,Delivered,Two-day,90516.47
ORD0003919,CUST000259,2020-05-24,Delivered,Standard,27802.35
ORD0003920,CUST000868,2023-03-23,Delivered,Express,82952.16
ORD0003921,CUST002053,2024-08-09,Delivered,Express,89939.87
ORD0003922,CUST002004,2021-04-11,Processing,Standard,136320.33
ORD0003923,CUST000596,2021-06-13,Processing,Standard,48286.09
ORD0003924,CUST001669,2022-04-14,Delivered,Standard,43181.02
ORD0003925,CUST000394,2022-03-05,Delivered,Standard,59770.56
ORD0003926,CUST000336,2022-07-12,Delivered,Standard,9532.71
ORD0003927,CUST002111,2023-07-14,Delivered,Express,37792.06
ORD0003928,CUST000044,2022-04-08,Delivered,Standard,22059.56
ORD0003929,CUST002201,2022-06-05,Shipped,Standard,83386.51
ORD0003930,CUST000854,2021-10-09,Processing,Standard,61283.09
ORD0003931,CUST000275,2020-02-04,Delivered,Standard,20928.27
ORD0003932,CUST000426,2022-03-08,Delivered,Two-day,72835.01
ORD0003933,CUST000483,2023-10-10,Delivered,Standard,103241.82
ORD0003934,CUST000214,2020-08-30,Returned,Standard,91104.35
ORD0003935,CUST002127,2022-12-31,Delivered,Standard,8668.19
ORD0003936,CUST000139,2020-01-13,Delivered,Standard,76524.27
ORD0003937,CUST000950,2023-08-06,Delivered,Standard,763.21
ORD0003938,CUST000098,2024-01-15,Processing,Two-day,51700.63
ORD0003939,CUST000664,2023-06-20,Cancelled,Standard,50926.12
ORD0003940,CUST002246,2020-05-09,Delivered,Standard,66685.36
ORD0003941,CUST002204,2024-03-28,Delivered,Standard,55183.35
ORD0003942,CUST001074,2024-03-07,Delivered,Express,15823.52
ORD0003943,CUST000479,2023-04-14,Returned,Standard,66118.69
ORD0003944,CUST002276,2020-04-03,Cancelled,Standard,55511.21
ORD0003945,CUST002197,2023-12-06,Delivered,Standard,63843.2
ORD0003946,CUST001082,2020-05-28,Delivered,Standard,6603.4
ORD0003947,CUST000162,2022-01-02,Delivered,Standard,68430.01
ORD0003948,CUST001501,2022-10-26,Delivered,Two-day,115208.59
ORD0003949,CUST001451,2020-08-05,Delivered,Standard,10921.09
ORD0003950,CUST000395,2021-08-16,Delivered,Standard,59937.06
ORD0003951,CUST000801,2024-05-30,Delivered,Standard,2921.58
ORD0003952,CUST000186,2023-11-05,Delivered,Express,81747.64
ORD0003953,CUST000558,2021-09-09,Delivered,Standard,65255.68
ORD0003954,CUST001981,2023-05-27,Processing,Standard,107890.21
ORD0003955,CUST000446,2020-06-26,Delivered,Standard,119592.51
ORD0003956,CUST000830,2021-07-30,Delivered,Two-day,73188.92
ORD0003957,CUST002135,2024-04-16,Delivered,Standard,110835.19
ORD0003958,CUST001273,2022-06-15,Delivered,Standard,57118.79
ORD0003959,CUST001814,2022-02-20,Processing,Standard,4736.13
ORD0003960,CUST002486,2022-03-20,Delivered,Standard,128095.37
ORD0003961,CUST000516,2024-08-10,Delivered,Express,75629.85
ORD0003962,CUST001601,2023-09-15,Delivered,Express,126140.31
ORD0003963,CUST000947,2020-03-04,Delivered,Standard,83359.42
ORD0003964,CUST001226,2022-08-28,Delivered,Standard,115141.52
ORD0003965,CUST001599,2020-11-16,Delivered,Standard,13272.64
ORD0003966,CUST001679,2022-12-28,Delivered,Standard,56796.25
ORD0003967,CUST000756,2021-03-26,Processing,Express,18882.79
ORD0003968,CUST000325,2020-10-06,Delivered,Standard,92094.65
ORD0003969,CUST000687,2024-03-09,Delivered,Standard,35038.49
ORD0003970,CUST001499,2022-03-11,Shipped,Standard,73690.3
ORD0003971,CUST001689,2024-06-19,Delivered,Express,23159.51
ORD0003972,CUST002000,2024-06-21,Processing,Express,79459.94
ORD0003973,CUST002448,2023-01-22,Shipped,Standard,45938.67
ORD0003974,CUST000868,2021-08-27,Delivered,Standard,11715.45
ORD0003975,CUST000217,2023-07-22,Delivered,Two-day,74626.9
ORD0003976,CUST001001,2020-10-22,Delivered,Standard,40814.35
ORD0003977,CUST001989,2021-09-02,Processing,Standard,69613.3
ORD0003978,CUST000932,2023-10-19,Delivered,Express,13201.93
ORD0003979,CUST002013,2024-06-16,Cancelled,Standard,101422.0
ORD0003980,CUST000240,2024-02-02,Shipped,Standard,95309.56
ORD0003981,CUST001210,2023-08-19,Processing,Express,45466.52
ORD0003982,CUST000048,2022-02-03,Processing,Standard,142049.64
ORD0003983,CUST001249,2020-01-23,Delivered,Standard,73098.72
ORD0003984,CUST001168,2023-02-07,Processing,Standard,2901.11
ORD0003985,CUST000875,2023-02-10,Delivered,Two-day,33799.07
ORD0003986,CUST001898,2020-10-16,Delivered,Standard,92837.15
ORD0003987,CUST002180,2020-09-09,Delivered,Express,74925.45
ORD0003988,CUST000625,2020-03-26,Delivered,Standard,80706.76
ORD0003989,CUST001860,2020-01-11,Delivered,Standard,79230.25
ORD0003990,CUST001971,2023-03-18,Delivered,Standard,45875.96
ORD0003991,CUST000601,2023-05-06,Delivered,Express,98836.61
ORD0003992,CUST002382,2022-03-18,Delivered,Standard,37876.76
ORD0003993,CUST001944,2023-01-05,Delivered,Express,164957.15
ORD0003994,CUST001817,2023-01-26,Shipped,Standard,2686.63
ORD0003995,CUST002084,2020-06-23,Delivered,Express,53474.39
ORD0003996,CUST001649,2021-09-16,Returned,Standard,2904.3
ORD0003997,CUST001828,2021-03-06,Delivered,Standard,79645.07
ORD0003998,CUST000223,2024-03-12,Delivered,Standard,42028.53
ORD0003999,CUST001747,2024-02-27,Delivered,Standard,52579.72
ORD0004000,CUST000530,2024-01-26,Delivered,Standard,121749.75
ORD0004001,CUST002289,2021-12-05,Returned,Standard,102328.41
ORD0004002,CUST000134,2021-03-09,Cancelled,Standard,35752.75
ORD0004003,CUST000391,2022-04-25,Cancelled,Standard,7400.64
ORD0004004,CUST000102,2023-08-15,Delivered,Standard,64288.49
ORD0004005,CUST002041,2022-11-15,Delivered,Standard,62063.81
ORD0004006,CUST002001,2020-10-18,Delivered,Two-day,4447.67
ORD0004007,CUST000949,2020-11-25,Delivered,Standard,88892.93
ORD0004008,CUST001569,2021-01-11,Processing,Express,63703.68
ORD0004009,CUST000841,2021-03-28,Processing,Standard,61880.41
ORD0004010,CUST002054,2023-06-17,Delivered,Standard,111871.38
ORD0004011,CUST000194,2021-06-01,Processing,Standard,115889.1
ORD0004012,CUST000742,2021-02-01,Cancelled,Standard,21143.89
ORD0004013,CUST000473,2020-08-22,Delivered,Standard,14757.69
ORD0004014,CUST002264,2021-01-06,Delivered,Standard,135105.6
ORD0004015,CUST000038,2023-10-06,Shipped,Standard,86180.85
ORD0004016,CUST001699,2024-06-25,Delivered,Standard,120635.78
ORD0004017,CUST000471,2023-03-07,Delivered,Express,90456.34
ORD0004018,CUST002500,2020-04-21,Delivered,Standard,15547.86
ORD0004019,CUST001514,2024-03-18,Delivered,Standard,13667.86
ORD0004020,CUST001013,2023-01-29,Delivered,Standard,76680.09
ORD0004021,CUST001784,2022-08-02,Delivered,Express,18849.84
ORD0004022,CUST001967,2023-08-13,Delivered,Standard,54537.78
ORD0004023,CUST000103,2023-01-30,Delivered,Standard,34750.53
ORD0004024,CUST001735,2020-05-29,Processing,Standard,7002.14
ORD0004025,CUST001736,2021-08-18,Shipped,Standard,18270.65
ORD0004026,CUST000042,2023-10-07,Delivered,Express,54573.33
ORD0004027,CUST002114,2020-05-17,Processing,Standard,36606.86
ORD0004028,CUST000193,2021-05-28,Processing,Two-day,130299.02
ORD0004029,CUST001062,2020-07-20,Delivered,Express,46838.71
ORD0004030,CUST001677,2021-02-08,Shipped,Standard,9259.05
ORD0004031,CUST002400,2024-01-26,Delivered,Standard,88008.25
ORD0004032,CUST000326,2023-04-04,Delivered,Two-day,13794.94
ORD0004033,CUST001121,2022-09-24,Delivered,Standard,112538.65
ORD0004034,CUST000108,2021-11-08,Delivered,Express,3796.95
ORD0004035,CUST002199,2022-01-01,Delivered,Two-day,101307.84
ORD0004036,CUST001098,2020-09-19,Cancelled,Express,42671.07
ORD0004037,CUST000335,2023-10-06,Delivered,Express,16784.36
ORD0004038,CUST001943,2023-09-04,Shipped,Express,35226.6
ORD0004039,CUST002040,2021-04-25,Delivered,Standard,50677.43
ORD0004040,CUST000804,2020-07-23,Shipped,Standard,78002.42
ORD0004041,CUST001849,2021-08-06,Delivered,Standard,61078.92
ORD0004042,CUST000767,2023-06-22,Delivered,Express,15693.42
ORD0004043,CUST001278,2020-05-22,Delivered,Two-day,110241.94
ORD0004044,CUST001409,2021-01-31,Delivered,Standard,106251.67
ORD0004045,CUST002307,2021-10-12,Delivered,Standard,9055.22
ORD0004046,CUST001489,2022-09-22,Delivered,Standard,52051.74
ORD0004047,CUST000034,2022-07-11,Delivered,Express,186407.62
ORD0004048,CUST002374,2021-11-03,Delivered,Standard,5921.3
ORD0004049,CUST000837,2023-06-16,Shipped,Standard,128932.64
ORD0004050,CUST002025,2023-09-12,Delivered,Two-day,51829.26
ORD0004051,CUST001640,2021-09-18,Delivered,Standard,46047.63
ORD0004052,CUST000739,2023-11-21,Cancelled,Two-day,93187.39
ORD0004053,CUST001490,2023-04-11,Delivered,Two-day,24324.97
ORD0004054,CUST001328,2020-11-08,Delivered,Two-day,13515.42
ORD0004055,CUST001886,2023-03-04,Delivered,Standard,13573.78
ORD0004056,CUST000117,2023-03-06,Delivered,Standard,39296.34
ORD0004057,CUST001505,2022-01-16,Delivered,Express,80542.86
ORD0004058,CUST002451,2024-07-12,Delivered,Standard,95198.71
ORD0004059,CUST002034,2021-10-09,Delivered,Standard,26167.57
ORD0004060,CUST001700,2022-05-27,Returned,Two-day,30249.2
ORD0004061,CUST001924,2020-12-11,Returned,Standard,813.34
ORD0004062,CUST001611,2020-01-10,Cancelled,Standard,104422.39
ORD0004063,CUST002281,2021-10-03,Delivered,Standard,44607.87
ORD0004064,CUST001308,2021-05-19,Delivered,Express,64689.88
ORD0004065,CUST000976,2024-05-28,Delivered,Express,103769.75
ORD0004066,CUST002057,2021-03-29,Delivered,Standard,23048.94
ORD0004067,CUST000715,2023-12-29,Delivered,Standard,56028.52
ORD0004068,CUST001926,2024-02-24,Shipped,Standard,109152.91
ORD0004069,CUST002427,2023-08-05,Delivered,Standard,66158.72
ORD0004070,CUST002429,2022-06-12,Delivered,Standard,6543.41
ORD0004071,CUST000844,2021-07-20,Delivered,Standard,86487.1
ORD0004072,CUST000360,2022-01-06,Processing,Standard,115000.84
ORD0004073,CUST002224,2020-10-02,Delivered,Standard,82178.43
ORD0004074,CUST000485,2023-10-23,Delivered,Express,208.18
ORD0004075,CUST001429,2024-02-10,Processing,Standard,35231.73
ORD0004076,CUST002081,2021-11-10,Delivered,Two-day,68762.76
ORD0004077,CUST001489,2022-09-09,Delivered,Express,31064.3
ORD0004078,CUST000696,2022-08-05,Processing,Standard,33027.98
ORD0004079,CUST002205,2022-07-01,Processing,Standard,29485.84
ORD0004080,CUST000565,2022-01-04,Delivered,Express,15480.28
ORD0004081,CUST001832,2024-05-05,Delivered,Two-day,5587.07
ORD0004082,CUST000202,2021-09-17,Delivered,Standard,4317.02
ORD0004083,CUST001199,2022-09-24,Delivered,Standard,63599.68
ORD0004084,CUST001268,2023-02-03,Delivered,Standard,37489.32
ORD0004085,CUST001470,2020-08-10,Shipped,Standard,2207.74
ORD0004086,CUST000074,2020-12-25,Delivered,Standard,14809.93
ORD0004087,CUST000096,2023-08-15,Delivered,Standard,70783.98
ORD0004088,CUST001897,2023-05-27,Delivered,Standard,141981.3
ORD0004089,CUST000173,2020-06-16,Delivered,Standard,110857.61
ORD0004090,CUST001923,2021-07-28,Delivered,Express,76690.66
ORD0004091,CUST002203,2024-08-19,Delivered,Express,63024.63
ORD0004092,CUST002337,2020-10-13,Returned,Two-day,73337.59
ORD0004093,CUST000258,2023-01-08,Delivered,Standard,68657.16
ORD0004094,CUST002222,2021-02-06,Delivered,Standard,12381.7
ORD0004095,CUST000330,2021-06-23,Delivered,Express,110629.47
ORD0004096,CUST001255,2024-02-11,Delivered,Standard,180041.62
ORD0004097,CUST000161,2023-07-07,Delivered,Standard,72770.97
ORD0004098,CUST000186,2020-06-05,Processing,Standard,18647.5
ORD0004099,CUST000143,2024-01-29,Shipped,Two-day,62401.55
ORD0004100,CUST000640,2020-06-03,Delivered,Standard,12120.54
ORD0004101,CUST002075,2020-02-08,Cancelled,Standard,11918.29
ORD0004102,CUST000202,2022-11-04,Delivered,Standard,2040.4
