payment_id,order_id,payment_method,payment_status,paid_amount,transaction_fee,payment_date
PAY00003717,ORD0003717,Credit Card,Success,51717.16,42.87,2023-10-15
PAY00003718,ORD0003718,Credit Card,Success,67534.75,30.6,2024-02-27
PAY00003719,ORD0003719,Netbanking,Success,13979.96,48.04,2023-02-25
PAY00003720,ORD0003720,Netbanking,Success,98288.97,17.06,2021-04-07
PAY00003721,ORD0003721,Credit Card,Success,8131.66,31.28,2024-03-03
PAY00003722,ORD0003722,Debit Card,Success,52744.6,9.15,2023-08-19
PAY00003723,ORD0003723,UPI,Success,85043.86,0.0,2023-02-26
PAY00003724,ORD0003724,UPI,Refunded,75748.1,0.0,2022-03-07
PAY00003725,ORD0003725,UPI,Success,104780.92,0.0,2021-05-04
PAY00003726,ORD0003726,UPI,Success,118452.0,0.0,2022-11-16
PAY00003727,ORD0003727,Credit Card,Success,142213.06,20.75,2024-05-29
PAY00003728,ORD0003728,UPI,Success,29046.2,0.0,2024-06-22
PAY00003729,ORD0003729,UPI,Success,56865.09,0.0,2024-06-26
PAY00003730,ORD0003730,Debit Card,Failed,70763.51,6.83,2023-11-28
PAY00003731,ORD0003731,Credit Card,Success,31295.84,32.25,2021-08-15
PAY00003732,ORD0003732,Credit Card,Success,51605.73,48.94,2023-11-21
PAY00003733,ORD0003733,UPI,Success,28958.62,0.0,2023-09-22
PAY00003734,ORD0003734,Debit Card,Success,45916.21,5.12,2020-04-07
PAY00003735,ORD0003735,Debit Card,Success,62899.95,15.82,2022-02-23
PAY00003736,ORD0003736,Wallet,Success,10234.91,26.85,2022-03-07
PAY00003737,ORD0003737,Credit Card,Success,4234.01,11.02,2022-05-06
PAY00003738,ORD0003738,Credit Card,Success,29764.16,29.99,2024-06-05
PAY00003739,ORD0003739,Debit Card,Success,10110.69,38.64,2023-11-04
PAY00003740,ORD0003740,UPI,Success,34724.2,0.0,2021-10-03
PAY00003741,ORD0003741,Credit Card,Success,22822.08,22.49,2023-02-04
PAY00003742,ORD0003742,Debit Card,Success,38364.94,25.75,2020-04-22
PAY00003743,ORD0003743,UPI,Success,33496.43,0.0,2020-01-30
PAY00003744,ORD0003744,Credit Card,Success,35036.22,34.56,2024-03-04
PAY00003745,ORD0003745,Debit Card,Success,48187.64,29.34,2021-06-02
PAY00003746,ORD0003746,Wallet,Success,46470.94,6.86,2021-02-19
PAY00003747,ORD0003747,Credit Card,Success,294.42,27.87,2023-06-24
PAY00003748,ORD0003748,UPI,Success,107867.93,0.0,2024-05-21
PAY00003749,ORD0003749,Credit Card,Success,717.47,43.08,2022-06-30
PAY00003750,ORD0003750,Debit Card,Success,69892.34,38.18,2024-08-26
PAY00003751,ORD0003751,UPI,Success,55911.55,0.0,2021-04-10
PAY00003752,ORD0003752,Debit Card,Success,16020.15,30.22,2023-07-21
PAY00003753,ORD0003753,Credit Card,Success,71397.72,23.05,2023-12-18
PAY00003754,ORD0003754,Debit Card,Success,33469.16,39.12,2023-12-26
PAY00003755,ORD0003755,Credit Card,Success,78839.08,48.03,2023-08-21
PAY00003756,ORD0003756,Credit Card,Success,14385.8,38.6,2022-01-27
PAY00003757,ORD0003757,UPI,Success,42833.28,0.0,2024-03-26
PAY00003758,ORD0003758,Credit Card,Success,15352.27,10.79,2023-04-20
PAY00003759,ORD0003759,Wallet,Success,80631.22,17.65,2023-01-26
PAY00003760,ORD0003760,UPI,Success,56087.77,0.0,2024-02-24
PAY00003761,ORD0003761,UPI,Success,150199.16,0.0,2023-05-24
PAY00003762,ORD0003762,UPI,Success,50747.69,0.0,2021-02-10
PAY00003763,ORD0003763,Credit Card,Success,73684.32,18.81,2024-05-12
PAY00003764,ORD0003764,Credit Card,Success,47082.23,13.92,2024-01-25
PAY00003765,ORD0003765,Cash on Delivery,Success,42907.22,30.28,2021-02-02
PAY00003766,ORD0003766,Cash on Delivery,Success,57960.89,27.08,2021-08-25
PAY00003767,ORD0003767,Netbanking,Success,111877.45,23.5,2022-07-12
PAY00003768,ORD0003768,UPI,Success,54370.65,0.0,2021-01-01
PAY00003769,ORD0003769,Debit Card,Success,40725.66,21.15,2023-10-30
PAY00003770,ORD0003770,Credit Card,Success,9747.64,15.6,2020-06-04
PAY00003771,ORD0003771,Debit Card,Success,84055.43,48.28,2021-01-20
PAY00003772,ORD0003772,Credit Card,Success,15212.64,37.94,2020-12-25
PAY00003773,ORD0003773,Credit Card,Success,38910.51,17.83,2024-02-14
PAY00003774,ORD0003774,UPI,Success,43340.67,0.0,2022-11-19
PAY00003775,ORD0003775,Credit Card,Success,93729.21,16.58,2020-09-05
PAY00003776,ORD0003776,UPI,Success,66527.08,0.0,2022-02-13
PAY00003777,ORD0003777,Credit Card,Success,126854.15,19.67,2020-03-25
PAY00003778,ORD0003778,Credit Card,Success,29296.38,11.06,2022-05-27
PAY00003779,ORD0003779,Credit Card,Success,35074.25,38.78,2021-07-28
PAY00003780,ORD0003780,Wallet,Success,70242.16,47.25,2023-02-14
PAY00003781,ORD0003781,Debit Card,Success,5705.24,17.77,2021-06-27
PAY00003782,ORD0003782,UPI,Success,113944.09,0.0,2020-09-26
PAY00003783,ORD0003783,Credit Card,Success,112725.94,40.24,2020-11-27
PAY00003784,ORD0003784,Netbanking,Success,55452.31,38.21,2023-04-13
PAY00003785,ORD0003785,Wallet,Success,28654.62,7.71,2021-06-09
PAY00003786,ORD0003786,Credit Card,Success,23068.62,19.95,2020-01-16
PAY00003787,ORD0003787,Wallet,Success,142953.32,32.32,2021-11-07
PAY00003788,ORD0003788,Credit Card,Success,83259.83,44.96,2022-08-15
PAY00003789,ORD0003789,Netbanking,Failed,52099.45,19.28,2023-12-24
PAY00003790,ORD0003790,Debit Card,Success,120724.02,27.82,2020-11-14
PAY00003791,ORD0003791,Debit Card,Success,88407.19,33.64,2020-03-25
PAY00003792,ORD0003792,Credit Card,Failed,78981.09,12.35,2020-11-11
PAY00003793,ORD0003793,UPI,Success,88720.1,0.0,2021-10-24
PAY00003794,ORD0003794,Credit Card,Success,29962.86,33.36,2023-05-07
PAY00003795,ORD0003795,Credit Card,Success,27035.09,10.52,2020-04-18
PAY00003796,ORD0003796,Debit Card,Success,61632.52,14.12,2024-05-06
PAY00003797,ORD0003797,Credit Card,Success,115328.42,9.13,2023-07-07
PAY00003798,ORD0003798,Credit Card,Success,54048.4,32.58,2023-06-16
PAY00003799,ORD0003799,UPI,Success,102274.24,0.0,2023-09-20
PAY00003800,ORD0003800,UPI,Success,28497.0,0.0,2021-09-12
PAY00003801,ORD0003801,Credit Card,Failed,82437.92,30.78,2022-10-01
PAY00003802,ORD0003802,Debit Card,Success,3836.25,47.42,2024-06-09
PAY00003803,ORD0003803,Credit Card,Success,9949.52,48.21,2023-03-19
PAY00003804,ORD0003804,Credit Card,Success,38771.19,31.14,2023-01-31
PAY00003805,ORD0003805,Debit Card,Success,31849.71,32.48,2022-01-04
PAY00003806,ORD0003806,Debit Card,Success,73645.64,28.76,2020-05-30
PAY00003807,ORD0003807,Wallet,Success,28038.0,20.05,2024-05-24
PAY00003808,ORD0003808,UPI,Success,100402.39,0.0,2023-12-23
PAY00003809,ORD0003809,UPI,Success,15556.86,0.0,2021-10-12
PAY00003810,ORD0003810,UPI,Success,6956.03,0.0,2022-12-12
PAY00003811,ORD0003811,Credit Card,Success,70555.26,27.02,2021-03-28
PAY00003812,ORD0003812,Wallet,Success,8815.53,21.58,2021-01-11
PAY00003813,ORD0003813,UPI,Success,11015.19,0.0,2022-12-04
PAY00003814,ORD0003814,Credit Card,Success,7407.09,31.94,2020-05-19
PAY00003815,ORD0003815,Debit Card,Success,58099.44,25.66,2024-06-01
PAY00003816,ORD0003816,Credit Card,Success,7886.07,32.17,2022-11-04
PAY00003817,ORD0003817,Debit Card,Success,43842.52,35.38,2020-11-26
PAY00003818,ORD0003818,UPI,Success,9017.96,0.0,2022-05-01
PAY00003819,ORD0003819,Debit Card,Success,7705.97,20.28,2023-01-20
PAY00003820,ORD0003820,Debit Card,Success,80729.1,8.23,2023-01-04
PAY00003821,ORD0003821,Credit Card,Success,54651.31,47.59,2022-04-06
PAY00003822,ORD0003822,Credit Card,Success,48686.98,18.37,2020-07-11
PAY00003823,ORD0003823,Debit Card,Success,17554.25,29.83,2021-12-16
PAY00003824,ORD0003824,Debit Card,Refunded,67937.03,31.44,2021-03-31
PAY00003825,ORD0003825,UPI,Success,12309.06,0.0,2021-03-12
PAY00003826,ORD0003826,Credit Card,Success,68118.2,37.56,2023-09-23
PAY00003827,ORD0003827,Credit Card,Success,98186.17,12.49,2021-11-10
PAY00003828,ORD0003828,Credit Card,Refunded,148346.92,38.76,2021-11-12
PAY00003829,ORD0003829,Debit Card,Success,40026.83,12.91,2022-01-11
PAY00003830,ORD0003830,Credit Card,Success,66607.64,18.92,2021-08-26
PAY00003831,ORD0003831,UPI,Refunded,54541.05,0.0,2021-03-25
PAY00003832,ORD0003832,Debit Card,Failed,79607.72,44.32,2024-03-21
PAY00003833,ORD0003833,Debit Card,Success,54731.31,12.84,2023-06-21
PAY00003834,ORD0003834,Credit Card,Success,20220.14,33.93,2022-12-23
PAY00003835,ORD0003835,UPI,Success,70173.18,0.0,2022-09-02
PAY00003836,ORD0003836,UPI,Success,40344.55,0.0,2023-02-23
PAY00003837,ORD0003837,Debit Card,Success,79521.19,7.29,2024-08-17
PAY00003838,ORD0003838,Debit Card,Success,41743.57,39.28,2024-03-23
PAY00003839,ORD0003839,Credit Card,Success,15579.3,12.91,2023-08-26
PAY00003840,ORD0003840,Credit Card,Success,98481.17,49.15,2020-01-20
PAY00003841,ORD0003841,Netbanking,Failed,85265.11,25.25,2020-08-24
PAY00003842,ORD0003842,Credit Card,Success,73365.67,12.08,2023-10-05
PAY00003843,ORD0003843,Debit Card,Success,10244.35,7.88,2021-12-12
PAY00003844,ORD0003844,Credit Card,Success,59258.2,30.46,2022-07-01
PAY00003845,ORD0003845,Debit Card,Success,51907.86,21.69,2021-05-08
PAY00003846,ORD0003846,Debit Card,Success,44116.65,30.14,2023-08-09
PAY00003847,ORD0003847,Debit Card,Success,46361.54,42.29,2023-06-14
PAY00003848,ORD0003848,Credit Card,Success,6860.64,36.98,2023-06-30
PAY00003849,ORD0003849,Credit Card,Success,58488.78,42.22,2021-05-15
PAY00003850,ORD0003850,Credit Card,Success,9640.49,13.23,2020-03-26
PAY00003851,ORD0003851,Debit Card,Success,41884.81,30.1,2023-11-01
PAY00003852,ORD0003852,Wallet,Success,43796.04,45.5,2021-10-20
PAY00003853,ORD0003853,Debit Card,Success,45163.82,5.59,2022-02-24
PAY00003854,ORD0003854,Debit Card,Success,87113.51,22.81,2024-06-22
PAY00003855,ORD0003855,Debit Card,Success,68068.8,10.63,2020-08-22
PAY00003856,ORD0003856,Wallet,Success,7080.93,41.21,2022-03-05
PAY00003857,ORD0003857,Debit Card,Success,79089.33,11.63,2021-06-13
PAY00003858,ORD0003858,UPI,Success,73384.47,0.0,2023-01-12
PAY00003859,ORD0003859,UPI,Success,56120.46,0.0,2024-01-23
PAY00003860,ORD0003860,Debit Card,Success,78772.96,38.8,2021-08-05
PAY00003861,ORD0003861,UPI,Success,76175.51,0.0,2020-02-20
PAY00003862,ORD0003862,Debit Card,Success,19278.31,37.23,2022-11-28
PAY00003863,ORD0003863,UPI,Success,62745.13,0.0,2024-08-12
PAY00003864,ORD0003864,Wallet,Success,10103.97,12.63,2024-04-26
PAY00003865,ORD0003865,Wallet,Success,29685.02,19.29,2022-02-08
PAY00003866,ORD0003866,Credit Card,Success,37424.13,19.76,2022-11-21
PAY00003867,ORD0003867,Credit Card,Success,50641.71,24.01,2024-07-03
PAY00003868,ORD0003868,Credit Card,Success,47602.17,31.93,2022-11-07
PAY00003869,ORD0003869,Wallet,Success,16131.12,11.63,2022-07-03
PAY00003870,ORD0003870,UPI,Success,16555.98,0.0,2022-09-26
PAY00003871,ORD0003871,Debit Card,Success,48709.68,8.8,2020-04-02
PAY00003872,ORD0003872,Debit Card,Success,78879.61,28.18,2021-09-01
PAY00003873,ORD0003873,Credit Card,Success,90709.47,6.74,2023-08-27
PAY00003874,ORD0003874,Wallet,Success,62719.07,17.65,2021-01-29
PAY00003875,ORD0003875,UPI,Success,862.35,0.0,2021-10-22
PAY00003876,ORD0003876,Debit Card,Success,45158.28,34.0,2022-11-21
PAY00003877,ORD0003877,Credit Card,Refunded,15656.11,25.05,2020-06-18
PAY00003878,ORD0003878,Wallet,Success,72603.73,33.49,2020-07-19
PAY00003879,ORD0003879,Credit Card,Success,51330.09,29.06,2020-12-08
PAY00003880,ORD0003880,Debit Card,Success,36560.79,14.96,2024-05-06
PAY00003881,ORD0003881,Wallet,Success,7583.84,20.06,2023-01-08
PAY00003882,ORD0003882,Debit Card,Success,92482.59,5.49,2022-12-30
PAY00003883,ORD0003883,Debit Card,Success,85328.61,5.77,2020-01-19
PAY00003884,ORD0003884,Debit Card,Success,22553.78,22.79,2023-07-07
PAY00003885,ORD0003885,Debit Card,Success,23889.37,25.35,2020-05-16
PAY00003886,ORD0003886,Credit Card,Success,134002.12,42.59,2021-03-09
PAY00003887,ORD0003887,Credit Card,Success,2953.13,6.35,2023-10-07
PAY00003888,ORD0003888,Credit Card,Success,39556.78,11.7,2023-07-13
PAY00003889,ORD0003889,Wallet,Success,43228.62,24.88,2024-05-04
PAY00003890,ORD0003890,Wallet,Success,17789.81,13.72,2021-03-16
PAY00003891,ORD0003891,UPI,Failed,69760.62,0.0,2023-11-07
PAY00003892,ORD0003892,Debit Card,Success,53412.16,36.95,2022-05-21
PAY00003893,ORD0003893,Debit Card,Success,38081.63,48.14,2020-08-03
PAY00003894,ORD0003894,Debit Card,Success,34896.43,14.19,2021-02-25
PAY00003895,ORD0003895,Wallet,Success,10585.54,20.68,2023-01-09
PAY00003896,ORD0003896,Debit Card,Success,46216.66,19.96,2024-08-25
PAY00003897,ORD0003897,UPI,Success,75896.08,0.0,2023-12-12
PAY00003898,ORD0003898,Credit Card,Success,49595.83,10.1,2024-02-28
PAY00003899,ORD0003899,Netbanking,Success,72907.75,38.54,2024-05-10
PAY00003900,ORD0003900,Credit Card,Success,56842.83,6.84,2022-06-14
PAY00003901,ORD0003901,UPI,Success,85156.79,0.0,2023-08-20
PAY00003902,ORD0003902,Debit Card,Success,29229.67,28.27,2024-07-31
PAY00003903,ORD0003903,UPI,Success,80653.4,0.0,2020-05-31
PAY00003904,ORD0003904,Wallet,Success,10974.86,18.53,2024-03-10
PAY00003905,ORD0003905,Debit Card,Success,66364.84,21.76,2023-11-08
PAY00003906,ORD0003906,Netbanking,Success,81765.25,17.53,2020-11-12
PAY00003907,ORD0003907,Credit Card,Success,87304.99,15.97,2020-02-21
PAY00003908,ORD0003908,Wallet,Success,65496.5,28.52,2022-07-30
PAY00003909,ORD0003909,Debit Card,Success,14012.62,21.3,2024-01-08
PAY00003910,ORD0003910,Debit Card,Success,81043.69,33.46,2021-11-12
PAY00003911,ORD0003911,Debit Card,Success,97379.49,43.33,2020-03-18
PAY00003912,ORD0003912,Credit Card,Refunded,13487.38,23.98,2020-06-28
PAY00003913,ORD0003913,UPI,Success,45698.11,0.0,2020-06-02
PAY00003914,ORD0003914,Debit Card,Success,78758.98,26.5,2020-04-22
PAY00003915,ORD0003915,Wallet,Success,85276.62,38.05,2020-12-30
PAY00003916,ORD0003916,Wallet,Success,71409.88,34.41,2024-06-16
PAY00003917,ORD0003917,Credit Card,Success,42709.26,10.19,2021-06-02
PAY00003918,ORD0003918,UPI,Success,90516.47,0.0,2023-02-18
PAY00003919,ORD0003919,Credit Card,Success,27802.35,20.14,2020-05-26
PAY00003920,ORD0003920,UPI,Success,82952.16,0.0,2023-03-27
PAY00003921,ORD0003921,Credit Card,Success,89939.87,36.4,2024-08-10
PAY00003922,ORD0003922,Wallet,Success,136320.33,37.44,2021-04-11
PAY00003923,ORD0003923,Wallet,Success,48286.09,49.16,2021-06-15
PAY00003924,ORD0003924,Credit Card,Success,43181.02,8.26,2022-04-16
PAY00003925,ORD0003925,Netbanking,Success,59770.56,21.21,2022-03-08
PAY00003926,ORD0003926,Debit Card,Success,9532.71,17.01,2022-07-13
PAY00003927,ORD0003927,Debit Card,Success,37792.06,6.12,2023-07-18
PAY00003928,ORD0003928,Credit Card,Success,22059.56,49.88,2022-04-09
PAY00003929,ORD0003929,Credit Card,Success,83386.51,25.33,2022-06-06
PAY00003930,ORD0003930,Debit Card,Success,61283.09,24.33,2021-10-13
PAY00003931,ORD0003931,Credit Card,Success,20928.27,28.95,2020-02-08
PAY00003932,ORD0003932,Debit Card,Success,72835.01,37.72,2022-03-10
PAY00003933,ORD0003933,Debit Card,Success,103241.82,46.22,2023-10-11
PAY00003934,ORD0003934,Debit Card,Refunded,91104.35,35.13,2020-09-02
PAY00003935,ORD0003935,Credit Card,Success,8668.19,43.25,2023-01-02
PAY00003936,ORD0003936,Credit Card,Success,76524.27,6.44,2020-01-17
PAY00003937,ORD0003937,Wallet,Success,763.21,14.08,2023-08-06
PAY00003938,ORD0003938,Debit Card,Success,51700.63,26.79,2024-01-17
PAY00003939,ORD0003939,UPI,Failed,50926.12,0.0,2023-06-21
PAY00003940,ORD0003940,Credit Card,Success,66685.36,27.67,2020-05-13
PAY00003941,ORD0003941,Credit Card,Success,55183.35,23.77,2024-03-30
PAY00003942,ORD0003942,UPI,Success,15823.52,0.0,2024-03-09
PAY00003943,ORD0003943,UPI,Refunded,66118.69,0.0,2023-04-14
PAY00003944,ORD0003944,UPI,Failed,55511.21,0.0,2020-04-05
PAY00003945,ORD0003945,Credit Card,Success,63843.2,5.29,2023-12-10
PAY00003946,ORD0003946,Debit Card,Success,6603.4,42.55,2020-05-31
PAY00003947,ORD0003947,Credit Card,Success,68430.01,39.97,2022-01-03
PAY00003948,ORD0003948,Wallet,Success,115208.59,7.1,2022-10-27
PAY00003949,ORD0003949,Debit Card,Success,10921.09,6.46,2020-08-06
PAY00003950,ORD0003950,Credit Card,Success,59937.06,31.72,2021-08-18
PAY00003951,ORD0003951,Debit Card,Success,2921.58,37.81,2024-05-31
PAY00003952,ORD0003952,Credit Card,Success,81747.64,8.17,2023-11-06
PAY00003953,ORD0003953,UPI,Success,65255.68,0.0,2021-09-09
PAY00003954,ORD0003954,UPI,Success,107890.21,0.0,2023-05-31
PAY00003955,ORD0003955,UPI,Success,119592.51,0.0,2020-06-28
PAY00003956,ORD0003956,Wallet,Success,73188.92,22.24,2021-08-03
PAY00003957,ORD0003957,Netbanking,Success,110835.19,17.37,2024-04-19
PAY00003958,ORD0003958,Cash on Delivery,Success,57118.79,14.03,2022-06-15
PAY00003959,ORD0003959,Cash on Delivery,Success,4736.13,34.93,2022-02-23
PAY00003960,ORD0003960,Wallet,Success,128095.37,44.92,2022-03-20
PAY00003961,ORD0003961,Debit Card,Success,75629.85,42.16,2024-08-13
PAY00003962,ORD0003962,Credit Card,Success,126140.31,8.4,2023-09-15
PAY00003963,ORD0003963,Credit Card,Success,83359.42,14.47,2020-03-06
PAY00003964,ORD0003964,Debit Card,Success,115141.52,36.37,2022-08-29
PAY00003965,ORD0003965,Wallet,Success,13272.64,41.12,2020-11-17
PAY00003966,ORD0003966,UPI,Success,56796.25,0.0,2022-12-29
PAY00003967,ORD0003967,Credit Card,Success,18882.79,20.97,2021-03-26
PAY00003968,ORD0003968,Credit Card,Success,92094.65,48.63,2020-10-07
PAY00003969,ORD0003969,Credit Card,Success,35038.49,31.27,2024-03-12
PAY00003970,ORD0003970,UPI,Success,73690.3,0.0,2022-03-13
PAY00003971,ORD0003971,UPI,Success,23159.51,0.0,2024-06-21
PAY00003972,ORD0003972,UPI,Success,79459.94,0.0,2024-06-24
PAY00003973,ORD0003973,UPI,Success,45938.67,0.0,2023-01-26
PAY00003974,ORD0003974,Credit Card,Success,11715.45,5.78,2021-08-30
PAY00003975,ORD0003975,Debit Card,Success,74626.9,41.52,2023-07-23
PAY00003976,ORD0003976,Netbanking,Success,40814.35,34.07,2020-10-22
PAY00003977,ORD0003977,Credit Card,Success,69613.3,22.31,2021-09-02
PAY00003978,ORD0003978,Wallet,Success,13201.93,25.34,2023-10-19
PAY00003979,ORD0003979,Wallet,Failed,101422.0,38.0,2024-06-18
PAY00003980,ORD0003980,Debit Card,Success,95309.56,34.81,2024-02-02
PAY00003981,ORD0003981,Credit Card,Success,45466.52,26.86,2023-08-20
PAY00003982,ORD0003982,Cash on Delivery,Success,142049.64,32.09,2022-02-05
PAY00003983,ORD0003983,Credit Card,Success,73098.72,6.61,2020-01-25
PAY00003984,ORD0003984,Wallet,Success,2901.11,18.13,2023-02-11
PAY00003985,ORD0003985,Credit Card,Success,33799.07,8.79,2023-02-12
PAY00003986,ORD0003986,UPI,Success,92837.15,0.0,2020-10-17
PAY00003987,ORD0003987,Credit Card,Success,74925.45,20.01,2020-09-10
PAY00003988,ORD0003988,Debit Card,Success,80706.76,6.6,2020-03-29
PAY00003989,ORD0003989,Credit Card,Success,79230.25,34.71,2020-01-13
PAY00003990,ORD0003990,Credit Card,Success,45875.96,36.33,2023-03-20
PAY00003991,ORD0003991,Debit Card,Success,98836.61,18.83,2023-05-07
PAY00003992,ORD0003992,Wallet,Success,37876.76,6.34,2022-03-20
PAY00003993,ORD0003993,Credit Card,Success,164957.15,29.62,2023-01-05
PAY00003994,ORD0003994,Credit Card,Success,2686.63,32.31,2023-01-30
PAY00003995,ORD0003995,Credit Card,Success,53474.39,46.86,2020-06-25
PAY00003996,ORD0003996,Wallet,Refunded,2904.3,48.67,2021-09-16
PAY00003997,ORD0003997,Netbanking,Success,79645.07,11.04,2021-03-09
PAY00003998,ORD0003998,Wallet,Success,42028.53,29.77,2024-03-15
PAY00003999,ORD0003999,Credit Card,Success,52579.72,23.53,2024-03-01
PAY00004000,ORD0004000,Credit Card,Success,121749.75,42.94,2024-01-30
PAY00004001,ORD0004001,Credit Card,Refunded,102328.41,42.84,2021-12-07
PAY00004002,ORD0004002,UPI,Failed,35752.75,0.0,2021-03-11
PAY00004003,ORD0004003,Credit Card,Failed,7400.64,11.3,2022-04-26
PAY00004004,ORD0004004,Debit Card,Success,64288.49,23.56,2023-08-15
PAY00004005,ORD0004005,Credit Card,Success,62063.81,8.29,2022-11-15
PAY00004006,ORD0004006,Credit Card,Success,4447.67,6.09,2020-10-22
PAY00004007,ORD0004007,UPI,Success,88892.93,0.0,2020-11-25
PAY00004008,ORD0004008,Credit Card,Success,63703.68,45.75,2021-01-14
PAY00004009,ORD0004009,Credit Card,Success,61880.41,39.13,2021-03-29
PAY00004010,ORD0004010,Credit Card,Success,111871.38,33.3,2023-06-18
PAY00004011,ORD0004011,Debit Card,Success,115889.1,12.48,2021-06-05
PAY00004012,ORD0004012,Debit Card,Failed,21143.89,25.63,2021-02-02
PAY00004013,ORD0004013,Debit Card,Success,14757.69,20.81,2020-08-22
PAY00004014,ORD0004014,UPI,Success,135105.6,0.0,2021-01-10
PAY00004015,ORD0004015,Debit Card,Success,86180.85,27.15,2023-10-06
PAY00004016,ORD0004016,Credit Card,Success,120635.78,7.66,2024-06-25
PAY00004017,ORD0004017,Credit Card,Success,90456.34,28.34,2023-03-08
PAY00004018,ORD0004018,UPI,Success,15547.86,0.0,2020-04-22
PAY00004019,ORD0004019,Netbanking,Success,13667.86,44.42,2024-03-21
PAY00004020,ORD0004020,UPI,Success,76680.09,0.0,2023-02-01
PAY00004021,ORD0004021,Cash on Delivery,Success,18849.84,40.3,2022-08-02
PAY00004022,ORD0004022,UPI,Success,54537.78,0.0,2023-08-17
PAY00004023,ORD0004023,Netbanking,Success,34750.53,47.37,2023-02-01
PAY00004024,ORD0004024,Credit Card,Success,7002.14,6.22,2020-05-31
PAY00004025,ORD0004025,Credit Card,Success,18270.65,38.31,2021-08-20
PAY00004026,ORD0004026,UPI,Success,54573.33,0.0,2023-10-08
PAY00004027,ORD0004027,Debit Card,Success,36606.86,30.33,2020-05-17
PAY00004028,ORD0004028,Debit Card,Success,130299.02,24.12,2021-06-01
PAY00004029,ORD0004029,Debit Card,Success,46838.71,15.24,2020-07-21
PAY00004030,ORD0004030,Credit Card,Success,9259.05,6.47,2021-02-10
PAY00004031,ORD0004031,Wallet,Success,88008.25,45.34,2024-01-27
PAY00004032,ORD0004032,Debit Card,Success,13794.94,9.31,2023-04-05
PAY00004033,ORD0004033,Credit Card,Success,112538.65,46.22,2022-09-28
PAY00004034,ORD0004034,Credit Card,Success,3796.95,31.18,2021-11-12
PAY00004035,ORD0004035,Debit Card,Success,101307.84,28.13,2022-01-03
PAY00004036,ORD0004036,Credit Card,Failed,42671.07,38.9,2020-09-23
PAY00004037,ORD0004037,Wallet,Success,16784.36,27.03,2023-10-06
PAY00004038,ORD0004038,Wallet,Success,35226.6,22.04,2023-09-07
PAY00004039,ORD0004039,Credit Card,Success,50677.43,49.83,2021-04-26
PAY00004040,ORD0004040,Wallet,Success,78002.42,41.43,2020-07-23
PAY00004041,ORD0004041,UPI,Success,61078.92,0.0,2021-08-06
PAY00004042,ORD0004042,Credit Card,Success,15693.42,49.47,2023-06-26
PAY00004043,ORD0004043,Credit Card,Success,110241.94,7.85,2020-05-23
PAY00004044,ORD0004044,Debit Card,Success,106251.67,35.17,2021-02-03
PAY00004045,ORD0004045,Debit Card,Success,9055.22,13.81,2021-10-15
PAY00004046,ORD0004046,Credit Card,Success,52051.74,35.9,2022-09-23
PAY00004047,ORD0004047,Wallet,Success,186407.62,12.24,2022-07-14
PAY00004048,ORD0004048,Credit Card,Success,5921.3,36.12,2021-11-04
PAY00004049,ORD0004049,Credit Card,Success,128932.64,11.94,2023-06-16
PAY00004050,ORD0004050,Debit Card,Success,51829.26,44.43,2023-09-14
PAY00004051,ORD0004051,Credit Card,Success,46047.63,46.48,2021-09-20
PAY00004052,ORD0004052,Credit Card,Failed,93187.39,25.31,2023-11-23
PAY00004053,ORD0004053,Debit Card,Success,24324.97,11.9,2023-04-15
PAY00004054,ORD0004054,Debit Card,Success,13515.42,27.82,2020-11-09
PAY00004055,ORD0004055,Credit Card,Success,13573.78,9.56,2023-03-07
PAY00004056,ORD0004056,Wallet,Success,39296.34,26.52,2023-03-07
PAY00004057,ORD0004057,Credit Card,Success,80542.86,25.43,2022-01-17
PAY00004058,ORD0004058,Debit Card,Success,95198.71,15.51,2024-07-16
PAY00004059,ORD0004059,Debit Card,Success,26167.57,34.93,2021-10-10
PAY00004060,ORD0004060,UPI,Refunded,30249.2,0.0,2022-05-31
PAY00004061,ORD0004061,Credit Card,Refunded,813.34,42.08,2020-12-13
PAY00004062,ORD0004062,Wallet,Failed,104422.39,12.15,2020-01-11
PAY00004063,ORD0004063,Credit Card,Success,44607.87,12.76,2021-10-05
PAY00004064,ORD0004064,Credit Card,Success,64689.88,34.44,2021-05-23
PAY00004065,ORD0004065,Credit Card,Success,103769.75,38.23,2024-05-28
PAY00004066,ORD0004066,UPI,Success,23048.94,0.0,2021-03-30
PAY00004067,ORD0004067,UPI,Success,56028.52,0.0,2024-01-01
PAY00004068,ORD0004068,Credit Card,Success,109152.91,7.74,2024-02-26
PAY00004069,ORD0004069,UPI,Success,66158.72,0.0,2023-08-09
PAY00004070,ORD0004070,Wallet,Success,6543.41,33.67,2022-06-15
PAY00004071,ORD0004071,Credit Card,Success,86487.1,11.91,2021-07-22
PAY00004072,ORD0004072,Debit Card,Success,115000.84,8.57,2022-01-07
PAY00004073,ORD0004073,Debit Card,Success,82178.43,16.67,2020-10-06
PAY00004074,ORD0004074,Credit Card,Success,208.18,7.71,2023-10-25
PAY00004075,ORD0004075,UPI,Success,35231.73,0.0,2024-02-14
PAY00004076,ORD0004076,Wallet,Success,68762.76,28.61,2021-11-14
PAY00004077,ORD0004077,UPI,Success,31064.3,0.0,2022-09-10
