loyalty_txn_id,customer_id,points,txn_date,reason
LT0002131,CUST002187,239,2024-02-14,Manual Adjust
LT0002132,CUST002434,101,2023-11-08,Order Earn
LT0002133,CUST001670,393,2020-10-29,Order Redeem
LT0002134,CUST001275,156,2024-08-07,Order Earn
LT0002135,CUST002461,411,2023-03-15,Manual Adjust
LT0002136,CUST001080,357,2021-03-27,Order Redeem
LT0002137,CUST002293,447,2021-11-24,Order Redeem
LT0002138,CUST000549,444,2024-01-14,Promo Bonus
LT0002139,CUST001888,48,2021-01-17,Promo Bonus
LT0002140,CUST000236,-40,2022-01-16,Order Redeem
LT0002141,CUST000922,83,2021-05-17,Promo Bonus
LT0002142,CUST000829,454,2024-07-27,Order Earn
LT0002143,CUST000987,1,2020-06-07,Order Earn
LT0002144,CUST001499,62,2023-10-01,Manual Adjust
LT0002145,CUST001662,484,2020-02-27,Promo Bonus
LT0002146,CUST001094,211,2022-01-27,Manual Adjust
LT0002147,CUST001600,146,2023-11-13,Promo Bonus
LT0002148,CUST002046,20,2021-11-08,Manual Adjust
LT0002149,CUST001645,-57,2023-04-16,Promo Bonus
LT0002150,CUST001375,-86,2021-02-12,Promo Bonus
LT0002151,CUST000983,447,2022-06-13,Promo Bonus
LT0002152,CUST002312,423,2022-08-25,Promo Bonus
LT0002153,CUST001610,80,2022-03-02,Manual Adjust
LT0002154,CUST000261,141,2022-06-01,Order Redeem
LT0002155,CUST001149,72,2020-09-16,Order Earn
LT0002156,CUST000726,9,2021-12-03,Promo Bonus
LT0002157,CUST001516,422,2020-02-15,Order Earn
LT0002158,CUST002346,42,2021-11-11,Promo Bonus
LT0002159,CUST002081,496,2020-06-28,Promo Bonus
LT0002160,CUST000760,499,2024-04-06,Manual Adjust
LT0002161,CUST002441,376,2020-10-19,Promo Bonus
LT0002162,CUST001521,-74,2023-03-25,Manual Adjust
LT0002163,CUST001627,-36,2021-09-10,Manual Adjust
LT0002164,CUST000745,-52,2020-08-19,Order Redeem
LT0002165,CUST000056,153,2022-07-17,Promo Bonus
LT0002166,CUST000560,299,2021-05-05,Promo Bonus
LT0002167,CUST002411,-36,2020-08-31,Promo Bonus
LT0002168,CUST000744,365,2022-02-27,Order Earn
LT0002169,CUST001172,368,2020-04-17,Promo Bonus
LT0002170,CUST002231,309,2023-04-10,Order Redeem
LT0002171,CUST001016,175,2024-06-11,Order Redeem
LT0002172,CUST001702,214,2024-07-30,Order Earn
LT0002173,CUST001233,81,2024-05-09,Promo Bonus
LT0002174,CUST001266,231,2021-03-13,Order Earn
LT0002175,CUST001855,159,2023-03-06,Manual Adjust
LT0002176,CUST000902,116,2023-09-09,Manual Adjust
LT0002177,CUST000926,160,2020-08-01,Order Earn
LT0002178,CUST000123,475,2022-12-29,Order Earn
LT0002179,CUST002031,-72,2022-12-23,Promo Bonus
LT0002180,CUST000685,347,2020-10-17,Order Earn
LT0002181,CUST000326,469,2022-01-24,Manual Adjust
LT0002182,CUST000379,431,2023-02-14,Promo Bonus
LT0002183,CUST001304,480,2020-11-16,Order Redeem
LT0002184,CUST001486,-83,2024-07-28,Promo Bonus
LT0002185,CUST000722,359,2022-06-05,Manual Adjust
LT0002186,CUST001064,299,2021-06-30,Manual Adjust
LT0002187,CUST000200,218,2020-08-18,Manual Adjust
LT0002188,CUST000795,126,2023-08-09,Order Redeem
LT0002189,CUST000104,298,2023-11-17,Manual Adjust
LT0002190,CUST001399,296,2024-02-28,Order Redeem
LT0002191,CUST000912,412,2022-06-29,Manual Adjust
LT0002192,CUST001856,-13,2020-09-27,Manual Adjust
LT0002193,CUST001640,-92,2023-10-28,Promo Bonus
LT0002194,CUST001666,-21,2021-01-20,Order Redeem
LT0002195,CUST001918,319,2020-01-07,Order Earn
LT0002196,CUST001142,92,2020-05-06,Order Earn
LT0002197,CUST001463,190,2024-07-27,Order Redeem
LT0002198,CUST001800,192,2023-01-04,Order Earn
LT0002199,CUST000101,426,2022-01-22,Promo Bonus
LT0002200,CUST002127,223,2023-09-10,Order Earn
LT0002201,CUST000149,-91,2020-02-21,Order Redeem
LT0002202,CUST001982,453,2023-10-29,Order Redeem
LT0002203,CUST000525,-86,2020-05-14,Promo Bonus
LT0002204,CUST000764,456,2021-10-16,Manual Adjust
LT0002205,CUST000799,446,2020-09-02,Manual Adjust
LT0002206,CUST000109,37,2023-05-22,Promo Bonus
LT0002207,CUST000929,127,2023-03-20,Order Earn
LT0002208,CUST000892,27,2024-04-11,Manual Adjust
LT0002209,CUST002168,375,2024-07-08,Order Earn
LT0002210,CUST002025,403,2020-12-02,Order Earn
LT0002211,CUST000813,-23,2020-09-06,Order Redeem
LT0002212,CUST001549,-65,2023-06-28,Promo Bonus
LT0002213,CUST001438,172,2023-12-23,Order Redeem
LT0002214,CUST002123,49,2024-05-07,Manual Adjust
LT0002215,CUST000721,-19,2024-01-16,Order Earn
LT0002216,CUST002462,292,2023-08-13,Order Redeem
LT0002217,CUST002358,399,2024-01-27,Manual Adjust
LT0002218,CUST001009,77,2021-12-05,Order Redeem
LT0002219,CUST001530,261,2023-06-14,Promo Bonus
LT0002220,CUST000874,-46,2021-04-25,Order Redeem
LT0002221,CUST000693,293,2020-11-04,Manual Adjust
LT0002222,CUST000930,-84,2023-12-03,Order Redeem
LT0002223,CUST002139,94,2023-05-20,Order Redeem
LT0002224,CUST000006,181,2021-08-11,Promo Bonus
LT0002225,CUST001941,486,2023-11-16,Order Redeem
LT0002226,CUST001451,425,2021-04-06,Order Redeem
LT0002227,CUST000929,360,2022-05-16,Manual Adjust
LT0002228,CUST000357,488,2022-11-04,Promo Bonus
LT0002229,CUST000143,380,2022-08-19,Manual Adjust
LT0002230,CUST000376,429,2020-04-10,Manual Adjust
LT0002231,CUST000187,38,2022-11-13,Order Redeem
LT0002232,CUST001594,200,2023-05-28,Manual Adjust
LT0002233,CUST000495,-99,2024-04-14,Order Redeem
LT0002234,CUST000819,491,2022-02-19,Order Earn
LT0002235,CUST000405,180,2020-01-29,Manual Adjust
LT0002236,CUST000511,-94,2020-11-15,Manual Adjust
LT0002237,CUST000409,297,2021-12-26,Order Redeem
LT0002238,CUST002287,473,2023-10-20,Order Redeem
LT0002239,CUST000368,401,2022-10-06,Manual Adjust
LT0002240,CUST001074,315,2022-12-29,Promo Bonus
LT0002241,CUST001649,355,2022-09-06,Order Redeem
LT0002242,CUST001329,255,2022-06-25,Promo Bonus
LT0002243,CUST000537,296,2020-10-24,Order Redeem
LT0002244,CUST000888,410,2023-11-15,Order Redeem
LT0002245,CUST000581,409,2020-11-26,Order Earn
LT0002246,CUST000435,1,2024-03-24,Promo Bonus
LT0002247,CUST001040,222,2020-11-11,Promo Bonus
LT0002248,CUST002295,108,2023-10-04,Order Redeem
LT0002249,CUST000755,388,2020-12-31,Promo Bonus
LT0002250,CUST001659,110,2020-04-27,Manual Adjust
LT0002251,CUST000750,183,2024-08-08,Promo Bonus
LT0002252,CUST000865,271,2022-01-31,Order Earn
LT0002253,CUST001596,364,2021-05-11,Manual Adjust
LT0002254,CUST001003,397,2020-05-16,Order Earn
LT0002255,CUST002178,-19,2020-04-23,Promo Bonus
LT0002256,CUST001626,-26,2023-11-01,Manual Adjust
LT0002257,CUST001130,341,2020-08-02,Order Redeem
LT0002258,CUST000026,475,2022-09-21,Promo Bonus
LT0002259,CUST000939,332,2023-02-18,Promo Bonus
LT0002260,CUST000500,367,2023-08-30,Promo Bonus
LT0002261,CUST000609,442,2020-01-28,Order Earn
LT0002262,CUST000901,66,2024-05-05,Manual Adjust
LT0002263,CUST000715,36,2022-04-01,Order Earn
LT0002264,CUST002084,184,2024-05-25,Promo Bonus
LT0002265,CUST001636,142,2021-04-14,Manual Adjust
LT0002266,CUST001497,303,2022-03-01,Order Earn
LT0002267,CUST001286,91,2024-02-05,Promo Bonus
LT0002268,CUST001951,471,2020-04-02,Promo Bonus
LT0002269,CUST001305,483,2021-05-29,Order Earn
LT0002270,CUST000714,253,2023-07-06,Order Earn
LT0002271,CUST001509,-36,2020-06-26,Manual Adjust
LT0002272,CUST001097,59,2020-05-27,Order Earn
LT0002273,CUST002320,208,2024-04-18,Promo Bonus
LT0002274,CUST001352,92,2022-05-27,Promo Bonus
LT0002275,CUST000070,253,2023-03-12,Order Earn
LT0002276,CUST002361,313,2024-01-16,Manual Adjust
LT0002277,CUST002427,22,2021-03-09,Promo Bonus
LT0002278,CUST001847,275,2023-01-25,Manual Adjust
LT0002279,CUST001466,167,2024-07-06,Order Redeem
LT0002280,CUST000247,-74,2022-09-04,Order Earn
LT0002281,CUST000562,165,2020-02-07,Promo Bonus
LT0002282,CUST000692,292,2022-06-09,Order Redeem
LT0002283,CUST000062,84,2020-05-25,Manual Adjust
LT0002284,CUST000394,-24,2020-10-05,Order Earn
LT0002285,CUST000614,235,2021-09-21,Order Earn
LT0002286,CUST000827,115,2023-03-16,Order Redeem
LT0002287,CUST001762,289,2023-06-24,Manual Adjust
LT0002288,CUST001896,-71,2022-12-25,Manual Adjust
LT0002289,CUST001663,426,2020-03-15,Manual Adjust
LT0002290,CUST000884,292,2020-05-31,Order Redeem
LT0002291,CUST001747,301,2022-10-01,Manual Adjust
LT0002292,CUST000948,-1,2020-06-12,Order Redeem
LT0002293,CUST000541,-48,2022-06-15,Manual Adjust
LT0002294,CUST000116,1,2022-07-31,Promo Bonus
LT0002295,CUST002363,205,2022-12-22,Manual Adjust
LT0002296,CUST002232,-29,2022-05-10,Promo Bonus
LT0002297,CUST000972,361,2023-07-29,Order Redeem
LT0002298,CUST002342,233,2023-12-01,Promo Bonus
LT0002299,CUST000832,495,2020-08-24,Order Earn
LT0002300,CUST001566,312,2021-11-04,Promo Bonus
LT0002301,CUST000772,136,2020-03-04,Promo Bonus
LT0002302,CUST000745,434,2021-04-22,Order Earn
LT0002303,CUST000593,221,2020-04-03,Order Redeem
LT0002304,CUST000496,104,2023-04-15,Order Earn
LT0002305,CUST001442,370,2020-02-18,Promo Bonus
LT0002306,CUST001992,342,2024-07-11,Manual Adjust
LT0002307,CUST001116,219,2021-08-02,Manual Adjust
LT0002308,CUST001164,75,2022-09-09,Order Earn
LT0002309,CUST000205,87,2020-01-03,Order Redeem
LT0002310,CUST001724,303,2023-02-23,Manual Adjust
LT0002311,CUST001621,7,2021-09-19,Promo Bonus
LT0002312,CUST002232,413,2023-09-24,Manual Adjust
LT0002313,CUST002034,191,2022-04-01,Promo Bonus
LT0002314,CUST002345,236,2022-07-06,Manual Adjust
LT0002315,CUST001268,203,2020-07-01,Manual Adjust
LT0002316,CUST000825,212,2022-02-28,Promo Bonus
LT0002317,CUST001748,228,2023-11-15,Order Earn
LT0002318,CUST001053,460,2021-11-08,Order Earn
LT0002319,CUST000095,5,2022-04-12,Order Redeem
LT0002320,CUST001446,321,2021-10-06,Order Redeem
LT0002321,CUST001927,484,2021-02-11,Order Earn
LT0002322,CUST002412,80,2024-02-22,Manual Adjust
LT0002323,CUST001116,32,2023-03-03,Manual Adjust
LT0002324,CUST000764,431,2022-08-09,Manual Adjust
LT0002325,CUST000324,-65,2020-08-13,Promo Bonus
LT0002326,CUST000563,486,2023-03-11,Manual Adjust
LT0002327,CUST000913,232,2021-10-19,Order Redeem
LT0002328,CUST000203,12,2023-11-23,Promo Bonus
LT0002329,CUST002432,112,2022-08-12,Order Earn
LT0002330,CUST000735,108,2022-01-23,Promo Bonus
LT0002331,CUST000452,216,2020-11-26,Order Redeem
LT0002332,CUST001896,-83,2022-04-26,Order Redeem
LT0002333,CUST001748,339,2021-09-05,Order Redeem
LT0002334,CUST000321,370,2021-10-05,Promo Bonus
LT0002335,CUST002149,-68,2023-06-25,Promo Bonus
LT0002336,CUST001612,460,2021-12-15,Promo Bonus
LT0002337,CUST001696,351,2023-09-08,Manual Adjust
LT0002338,CUST001016,397,2021-09-03,Promo Bonus
LT0002339,CUST001073,-55,2021-08-21,Order Redeem
LT0002340,CUST001260,14,2023-12-23,Promo Bonus
LT0002341,CUST000299,22,2024-06-09,Promo Bonus
LT0002342,CUST000497,250,2022-03-21,Order Redeem
LT0002343,CUST002489,338,2021-05-11,Promo Bonus
LT0002344,CUST001130,1,2023-03-30,Manual Adjust
LT0002345,CUST001168,410,2021-04-08,Promo Bonus
LT0002346,CUST001680,-26,2021-06-24,Order Earn
LT0002347,CUST002154,-20,2024-04-03,Order Redeem
LT0002348,CUST000599,231,2021-04-04,Order Earn
LT0002349,CUST002431,157,2021-11-03,Manual Adjust
LT0002350,CUST000526,288,2023-05-24,Manual Adjust
LT0002351,CUST000896,38,2023-03-24,Promo Bonus
LT0002352,CUST000409,-67,2021-05-25,Order Redeem
LT0002353,CUST000425,225,2020-01-17,Manual Adjust
LT0002354,CUST000529,434,2020-05-05,Order Redeem
LT0002355,CUST000472,387,2022-09-07,Order Earn
LT0002356,CUST001962,-40,2021-10-31,Promo Bonus
LT0002357,CUST002125,246,2021-12-13,Order Redeem
LT0002358,CUST001176,-84,2023-07-14,Manual Adjust
LT0002359,CUST001518,225,2021-11-20,Manual Adjust
LT0002360,CUST002399,-2,2020-09-27,Order Redeem
LT0002361,CUST000153,-65,2021-05-15,Order Earn
LT0002362,CUST000176,449,2021-09-10,Promo Bonus
LT0002363,CUST002322,397,2022-06-05,Promo Bonus
LT0002364,CUST001563,112,2020-05-11,Order Redeem
LT0002365,CUST000916,-70,2023-03-06,Order Earn
LT0002366,CUST000113,177,2020-10-16,Promo Bonus
LT0002367,CUST000437,-61,2020-10-06,Order Earn
LT0002368,CUST000836,452,2024-02-11,Manual Adjust
LT0002369,CUST001366,26,2022-03-16,Promo Bonus
LT0002370,CUST002166,229,2023-12-18,Manual Adjust
LT0002371,CUST000780,247,2021-11-08,Promo Bonus
LT0002372,CUST001931,310,2020-01-05,Manual Adjust
LT0002373,CUST000324,151,2023-03-20,Order Redeem
LT0002374,CUST000282,-24,2021-06-18,Promo Bonus
LT0002375,CUST002264,220,2021-09-03,Order Redeem
LT0002376,CUST001063,79,2023-11-25,Promo Bonus
LT0002377,CUST001625,390,2022-03-05,Order Redeem
LT0002378,CUST000347,370,2020-05-28,Order Redeem
LT0002379,CUST002221,208,2023-02-01,Promo Bonus
LT0002380,CUST000197,61,2021-02-23,Promo Bonus
LT0002381,CUST000752,-26,2021-01-25,Manual Adjust
LT0002382,CUST000646,177,2023-10-05,Order Redeem
LT0002383,CUST000138,76,2021-05-24,Order Redeem
LT0002384,CUST001270,484,2022-07-25,Promo Bonus
LT0002385,CUST000751,340,2021-06-26,Manual Adjust
LT0002386,CUST000852,155,2023-09-05,Order Earn
LT0002387,CUST000077,491,2021-09-08,Order Redeem
LT0002388,CUST001847,229,2024-01-02,Manual Adjust
LT0002389,CUST002067,-46,2024-02-27,Manual Adjust
LT0002390,CUST002213,48,2020-02-27,Order Earn
LT0002391,CUST002262,202,2024-06-08,Promo Bonus
LT0002392,CUST000577,-28,2023-03-11,Promo Bonus
LT0002393,CUST001563,168,2024-03-22,Order Earn
LT0002394,CUST000627,-55,2024-07-06,Order Earn
LT0002395,CUST001996,136,2022-06-16,Promo Bonus
LT0002396,CUST000264,-61,2022-08-11,Promo Bonus
LT0002397,CUST000772,113,2020-03-17,Promo Bonus
LT0002398,CUST000852,101,2021-10-14,Order Earn
LT0002399,CUST000636,340,2021-04-12,Promo Bonus
LT0002400,CUST000193,7,2020-11-30,Order Redeem
LT0002401,CUST002291,14,2023-06-02,Promo Bonus
LT0002402,CUST001730,-49,2022-03-11,Promo Bonus
LT0002403,CUST000743,296,2022-07-07,Promo Bonus
LT0002404,CUST000654,476,2021-02-11,Order Redeem
LT0002405,CUST000547,137,2022-12-01,Order Redeem
LT0002406,CUST000958,499,2020-01-20,Order Redeem
LT0002407,CUST000067,113,2020-10-02,Promo Bonus
LT0002408,CUST001644,325,2023-03-20,Order Earn
LT0002409,CUST000883,295,2021-02-22,Order Earn
LT0002410,CUST000941,493,2020-02-14,Order Redeem
LT0002411,CUST000809,-16,2021-06-03,Manual Adjust
LT0002412,CUST001919,377,2022-06-22,Order Earn
LT0002413,CUST000504,351,2023-10-04,Manual Adjust
LT0002414,CUST001869,350,2022-01-17,Order Earn
LT0002415,CUST001793,-93,2022-05-24,Order Redeem
LT0002416,CUST001960,229,2023-06-02,Promo Bonus
LT0002417,CUST001292,55,2021-05-25,Order Earn
LT0002418,CUST000711,143,2021-07-23,Promo Bonus
LT0002419,CUST000863,331,2020-04-24,Order Earn
LT0002420,CUST000709,347,2021-04-17,Promo Bonus
LT0002421,CUST001998,192,2020-12-15,Order Redeem
LT0002422,CUST000119,424,2021-03-19,Promo Bonus
LT0002423,CUST000540,481,2020-04-05,Order Redeem
LT0002424,CUST002213,120,2021-08-29,Manual Adjust
LT0002425,CUST000279,478,2024-06-25,Order Earn
LT0002426,CUST000373,-37,2022-07-19,Order Redeem
LT0002427,CUST000670,470,2023-09-17,Order Redeem
LT0002428,CUST001199,202,2020-04-16,Promo Bonus
LT0002429,CUST000240,251,2022-06-18,Manual Adjust
LT0002430,CUST001061,-46,2023-09-14,Manual Adjust
LT0002431,CUST000417,-84,2022-09-02,Manual Adjust
LT0002432,CUST001316,369,2024-08-16,Promo Bonus
LT0002433,CUST001696,17,2020-08-04,Order Redeem
LT0002434,CUST001081,341,2020-04-12,Manual Adjust
LT0002435,CUST001474,407,2023-08-03,Order Redeem
LT0002436,CUST002199,-58,2022-06-21,Order Redeem
LT0002437,CUST001922,134,2023-07-12,Order Redeem
LT0002438,CUST001391,329,2022-11-01,Order Earn
LT0002439,CUST000737,133,2020-11-14,Promo Bonus
LT0002440,CUST002453,344,2020-03-23,Promo Bonus
LT0002441,CUST001579,195,2022-03-18,Promo Bonus
LT0002442,CUST001044,188,2022-11-04,Order Redeem
LT0002443,CUST001014,182,2022-09-21,Order Redeem
LT0002444,CUST000769,157,2022-07-13,Order Earn
LT0002445,CUST000764,431,2020-07-23,Order Redeem
LT0002446,CUST000347,149,2020-06-25,Order Earn
LT0002447,CUST000489,298,2022-12-23,Manual Adjust
LT0002448,CUST002104,442,2020-03-26,Order Redeem
LT0002449,CUST001420,274,2023-11-10,Manual Adjust
LT0002450,CUST000205,461,2023-10-03,Order Earn
LT0002451,CUST001862,375,2020-04-11,Manual Adjust
LT0002452,CUST001194,260,2023-11-21,Order Earn
LT0002453,CUST000924,290,2023-05-10,Order Redeem
LT0002454,CUST001444,450,2020-07-31,Promo Bonus
LT0002455,CUST001454,264,2020-12-30,Promo Bonus
LT0002456,CUST000449,265,2022-10-08,Order Earn
LT0002457,CUST000708,28,2020-12-25,Order Redeem
LT0002458,CUST002017,34,2022-03-05,Promo Bonus
LT0002459,CUST001024,292,2021-03-27,Manual Adjust
LT0002460,CUST000745,86,2020-11-30,Order Earn
LT0002461,CUST001478,277,2021-08-15,Order Redeem
LT0002462,CUST000592,-26,2020-08-19,Manual Adjust
LT0002463,CUST000722,135,2022-02-10,Promo Bonus
LT0002464,CUST001068,335,2023-04-25,Manual Adjust
LT0002465,CUST000788,277,2021-02-03,Order Earn
LT0002466,CUST002211,12,2024-07-30,Order Redeem
LT0002467,CUST000829,171,2021-08-16,Promo Bonus
LT0002468,CUST001238,416,2022-06-25,Order Earn
LT0002469,CUST001249,-55,2022-10-25,Manual Adjust
LT0002470,CUST002084,116,2023-05-12,Promo Bonus
LT0002471,CUST000049,271,2021-07-08,Manual Adjust
LT0002472,CUST000086,-32,2024-07-05,Order Redeem
LT0002473,CUST000043,269,2022-02-05,Manual Adjust
LT0002474,CUST002079,372,2023-11-02,Promo Bonus
LT0002475,CUST000293,98,2023-06-07,Promo Bonus
LT0002476,CUST000777,225,2024-06-01,Manual Adjust
LT0002477,CUST002036,300,2021-06-11,Order Redeem
LT0002478,CUST001628,93,2022-05-24,Order Redeem
LT0002479,CUST000656,274,2023-05-09,Promo Bonus
LT0002480,CUST001697,20,2021-04-22,Promo Bonus
LT0002481,CUST000758,230,2022-07-15,Manual Adjust
LT0002482,CUST001943,11,2021-10-15,Order Redeem
LT0002483,CUST000656,252,2022-01-04,Order Redeem
LT0002484,CUST000072,-41,2022-05-06,Order Earn
LT0002485,CUST001636,107,2021-12-16,Order Earn
LT0002486,CUST000581,195,2024-07-15,Order Redeem
LT0002487,CUST000114,323,2023-09-01,Promo Bonus
LT0002488,CUST002346,264,2024-01-25,Order Redeem
LT0002489,CUST000619,100,2023-04-28,Promo Bonus
LT0002490,CUST000480,160,2020-05-26,Promo Bonus
LT0002491,CUST001682,-58,2021-03-23,Order Earn
LT0002492,CUST000622,156,2023-04-26,Promo Bonus
LT0002493,CUST001294,299,2024-03-31,Manual Adjust
LT0002494,CUST000953,180,2022-06-11,Order Redeem
LT0002495,CUST001898,244,2023-09-30,Order Redeem
LT0002496,CUST001674,472,2020-12-18,Promo Bonus
LT0002497,CUST000737,265,2020-03-28,Manual Adjust
LT0002498,CUST001545,237,2020-06-04,Promo Bonus
LT0002499,CUST001062,118,2023-06-30,Order Earn
LT0002500,CUST002258,403,2021-11-26,Order Earn
LT0002501,CUST000797,129,2021-02-23,Order Earn
LT0002502,CUST000914,-16,2023-09-02,Order Earn
LT0002503,CUST000179,352,2021-07-12,Order Redeem
LT0002504,CUST000644,-71,2020-05-11,Order Earn
LT0002505,CUST000725,163,2020-11-06,Order Earn
LT0002506,CUST000709,439,2024-05-20,Order Earn
LT0002507,CUST001525,432,2024-03-14,Promo Bonus
LT0002508,CUST002095,301,2023-09-19,Order Earn
LT0002509,CUST001526,153,2023-01-07,Order Redeem
LT0002510,CUST001784,481,2023-01-17,Manual Adjust
LT0002511,CUST002195,237,2022-10-19,Manual Adjust
LT0002512,CUST001221,264,2020-01-18,Order Earn
LT0002513,CUST002388,85,2020-08-12,Promo Bonus
LT0002514,CUST001074,41,2023-02-13,Order Earn
LT0002515,CUST001596,128,2021-09-25,Promo Bonus
LT0002516,CUST000548,-44,2023-10-11,Order Earn
LT0002517,CUST000175,241,2024-06-15,Manual Adjust
LT0002518,CUST000728,-66,2023-03-13,Manual Adjust
LT0002519,CUST001812,358,2023-07-31,Manual Adjust
LT0002520,CUST001002,92,2021-10-04,Promo Bonus
LT0002521,CUST001589,379,2023-07-30,Manual Adjust
LT0002522,CUST001155,437,2022-03-28,Promo Bonus
LT0002523,CUST000487,379,2023-05-05,Manual Adjust
LT0002524,CUST000530,168,2021-03-21,Promo Bonus
LT0002525,CUST000739,106,2020-08-16,Order Redeem
LT0002526,CUST001787,-63,2024-07-14,Order Redeem
LT0002527,CUST000734,94,2020-06-02,Order Redeem
LT0002528,CUST000750,363,2020-02-05,Promo Bonus
LT0002529,CUST000262,221,2020-04-03,Promo Bonus
LT0002530,CUST000669,-58,2023-06-06,Promo Bonus
LT0002531,CUST002179,351,2021-03-20,Order Earn
LT0002532,CUST001153,40,2024-02-09,Manual Adjust
LT0002533,CUST002094,450,2023-03-09,Order Earn
LT0002534,CUST000369,299,2022-08-22,Manual Adjust
LT0002535,CUST000629,453,2024-08-17,Manual Adjust
LT0002536,CUST002409,268,2023-06-02,Promo Bonus
LT0002537,CUST002357,484,2023-11-15,Order Earn
LT0002538,CUST000659,126,2022-11-18,Order Redeem
LT0002539,CUST000455,145,2024-02-15,Order Earn
LT0002540,CUST000234,459,2021-03-25,Manual Adjust
LT0002541,CUST001730,258,2022-04-19,Order Earn
LT0002542,CUST000689,491,2023-12-17,Order Earn
LT0002543,CUST000256,-27,2020-01-12,Promo Bonus
LT0002544,CUST000806,48,2024-03-11,Order Redeem
LT0002545,CUST002209,147,2021-11-20,Order Redeem
LT0002546,CUST002229,372,2022-03-22,Order Redeem
LT0002547,CUST000395,150,2020-01-08,Promo Bonus
LT0002548,CUST000191,40,2021-10-30,Order Redeem
LT0002549,CUST001107,133,2021-05-15,Order Redeem
LT0002550,CUST002253,82,2023-12-24,Order Earn
LT0002551,CUST001456,191,2023-02-06,Order Redeem
LT0002552,CUST001712,66,2024-07-17,Order Redeem
LT0002553,CUST002313,252,2024-04-20,Order Earn
LT0002554,CUST000245,161,2022-07-12,Manual Adjust
LT0002555,CUST002188,407,2023-11-29,Manual Adjust
LT0002556,CUST000672,160,2024-08-11,Manual Adjust
LT0002557,CUST001787,325,2021-05-14,Order Redeem
LT0002558,CUST000727,-8,2023-02-12,Order Redeem
LT0002559,CUST002055,-19,2023-06-02,Manual Adjust
LT0002560,CUST000835,137,2021-03-15,Manual Adjust
LT0002561,CUST001670,41,2024-03-09,Order Earn
LT0002562,CUST002072,229,2021-11-19,Order Earn
LT0002563,CUST002222,491,2024-07-19,Manual Adjust
LT0002564,CUST000726,70,2022-03-25,Manual Adjust
LT0002565,CUST000430,-29,2021-05-22,Manual Adjust
LT0002566,CUST002262,419,2021-09-16,Order Earn
LT0002567,CUST000004,466,2020-06-01,Order Redeem
LT0002568,CUST000636,494,2023-09-21,Order Redeem
LT0002569,CUST000824,139,2021-04-07,Order Redeem
LT0002570,CUST000407,386,2023-10-10,Order Redeem
LT0002571,CUST001431,449,2021-01-17,Manual Adjust
LT0002572,CUST002458,370,2024-01-31,Order Earn
LT0002573,CUST002165,133,2022-09-03,Promo Bonus
LT0002574,CUST000082,422,2022-04-11,Manual Adjust
LT0002575,CUST002020,353,2022-02-28,Order Earn
LT0002576,CUST000178,268,2022-05-15,Promo Bonus
LT0002577,CUST002384,61,2020-12-08,Order Earn
LT0002578,CUST002205,121,2022-12-06,Order Earn
LT0002579,CUST001092,198,2021-05-21,Order Earn
LT0002580,CUST000522,415,2022-08-14,Manual Adjust
LT0002581,CUST001679,237,2020-08-27,Manual Adjust
LT0002582,CUST002061,1,2023-11-23,Order Earn
LT0002583,CUST001444,323,2023-04-30,Manual Adjust
LT0002584,CUST002374,8,2022-12-28,Order Redeem
LT0002585,CUST002217,65,2023-11-19,Promo Bonus
LT0002586,CUST001434,184,2023-09-15,Manual Adjust
LT0002587,CUST000730,-63,2024-02-13,Order Earn
LT0002588,CUST000618,22,2023-12-07,Manual Adjust
LT0002589,CUST001544,334,2022-01-24,Manual Adjust
LT0002590,CUST002187,-45,2022-02-26,Order Redeem
LT0002591,CUST001450,172,2023-03-23,Order Earn
LT0002592,CUST000567,38,2021-10-24,Manual Adjust
LT0002593,CUST000837,13,2021-09-22,Order Redeem
LT0002594,CUST001407,103,2021-10-29,Order Redeem
LT0002595,CUST002468,158,2021-07-12,Manual Adjust
LT0002596,CUST000037,199,2024-04-13,Manual Adjust
LT0002597,CUST001221,358,2020-10-06,Order Earn
LT0002598,CUST001823,485,2021-07-03,Manual Adjust
LT0002599,CUST000585,309,2024-04-15,Manual Adjust
LT0002600,CUST001733,332,2023-04-23,Promo Bonus
LT0002601,CUST000258,162,2024-04-14,Manual Adjust
LT0002602,CUST002352,-75,2023-06-21,Manual Adjust
LT0002603,CUST001985,197,2020-02-14,Order Earn
LT0002604,CUST002267,149,2024-05-20,Manual Adjust
LT0002605,CUST001258,42,2023-11-05,Manual Adjust
LT0002606,CUST001045,251,2023-02-19,Promo Bonus
LT0002607,CUST002339,371,2021-08-05,Manual Adjust
LT0002608,CUST001130,155,2020-06-03,Order Redeem
LT0002609,CUST002492,-67,2024-06-30,Promo Bonus
LT0002610,CUST000461,-100,2022-04-21,Manual Adjust
LT0002611,CUST000994,-12,2021-08-14,Manual Adjust
LT0002612,CUST002126,107,2023-07-14,Promo Bonus
LT0002613,CUST000845,346,2022-03-27,Order Earn
LT0002614,CUST001560,44,2021-08-22,Order Earn
LT0002615,CUST001087,-10,2021-08-16,Promo Bonus
LT0002616,CUST000041,192,2024-06-10,Order Redeem
LT0002617,CUST002109,-26,2024-07-09,Manual Adjust
LT0002618,CUST000041,414,2021-10-31,Order Redeem
LT0002619,CUST000485,273,2020-03-05,Order Redeem
LT0002620,CUST001633,351,2020-10-12,Manual Adjust
